domain,title,description,pubDate,cat,link
보안뉴스,"[2.2 보안 이슈투데이] 페이스북 vs. 애플, 진짜 은퇴, Libgcrypt","코발로스에 감염된 시스템은 C&amp;C 서버로 둔갑한다고 한다.[Wall Street Journal] 솔라윈즈 공격자들, 솔라윈즈만 노린 게 아니다 :러시아의 공격자들이 배후에 있는 것으로 보이는 ‘솔라윈즈 사태’에 대한 수사가... ",2021-02-02 10:52:00,솔라윈즈,http://www.boannews.com/media/view.asp?idx=94640&kind=
"이데일리-세상을 올바르게,세상을 따뜻하게","중부발전, 중소 협력기업 정보보안 지원사업 시행","중부발전은 사이버방역체계(정보보호 관리방안)의 보안기술을 활용해 △IT설비 보안취약점 분석과 보안수준 진단 △관리적, 기술적, 물리적 분야 심층컨설팅 △보안인프라와 정보보안 솔루션 구매 지원 등 맞춤형... ",2021-02-02 10:51:00,보안 취약점,http://www.edaily.co.kr/news/newspath.asp?newsid=02558406628946584
IT세상을 바꾸는 힘 지디넷코리아,클라우드 컴퓨팅 이노그리드 올해 매출 30% 상승 목표,클라우드 컴퓨팅 전문업체 이노그리드(대표 김명진)는 새해 매출 30% 증대와 30개의 경영 액션아이템... MSP클라우드 사업강화(4종) ▲클라우드 &amp; DT 기반 이노그리드 테크스택2.0 ▲ 기존 솔루션 기능강화 &amp; 신규... ,2021-02-02 10:39:00,클라우드,https://zdnet.co.kr/view/?no=20210202100928
케이벤치 :: 국내최대 IT정보와 디지털 커뮤니티,"안랩, 차세대방화벽 트러스가드 하이엔드 모델 3종 출시","안랩(대표 강석균)이 네트워크 트래픽이 증가하는 환경에 맞춰 차세대 방화벽 안랩 트러스가드(AhnLab... 기존 동급 모델(AhnLab TrusGuard 1000A, 5000A, 10000A) 대비 방화벽 트래픽 처리 성능을 약 1.5배 향상시켰으며... ",2021-02-02 10:29:00,방화벽,http://kbench.com/?q=node/218125
이뉴스투데이,"극동대 해킹보안학과, 정보보안기업 코드원과 산학협력 체결", 극동대학교(총장 류기일) 해킹보안학과와 정보보안기업 코드원은 인공지능을 활용한 보안 취약점 제거 연구 분야에 대한 산학협력을 체결했다. 코드원은 S/W 취약점 분석에 대한 전문기업으로 자체 솔루션 AMS(Appscan... ,2021-02-02 10:27:00,보안 취약점,http://www.enewstoday.co.kr/news/articleView.html?idxno=1449209
디지털데일리,"스마일서브, 클라우드 인프라 부문 디지털 서비스 사업자 선정",스마일서브(대표 마보임)는 자사의 공공기관용 클라우드 서비스 KOREAV(코리아브이)가 '디지털 서비스... 스마일서브의 클라우드 인프라 서비스를 이용할 수 있게 됐다는 설명이다. 정부는 계약에만 수개월이 소요되던... ,2021-02-02 10:27:00,클라우드,http://www.ddaily.co.kr/news/article.html?no=208859
연합뉴스,"해커집단 어나니머스, 말레이 정부 사이트 연속 공격 주장","5개 사이트에 불타는 해골 마크를 올렸다며 스크린 캡처와 함께 우린 보안 취약점을 알리려 할 뿐이라며 우리를 찾으려고 시도하지 말고, 사이트의 취약점을 보완하라고 글을 올렸다. 이스마일 사브리 야콥 국방부... ",2021-02-02 10:23:00,"보안 취약점, 해커",http://yna.kr/AKR20210202060400104?did=1195m
보안뉴스,"안랩, 차세대방화벽 트러스가드 하이엔드 모델 3종 출시","디지털 트랜스포메이션 시대를 위한 고성능 네트워크 보안 솔루션기존 동급 모델 대비 방화벽, VPN 및... 차세대 방화벽 ‘안랩 트러스가드(AhnLab TrusGuard, 이하 트러스가드)’의 성능을 향상시킨 하이엔드 모델... ",2021-02-02 10:20:00,방화벽,http://www.boannews.com/media/view.asp?idx=94637&kind=
국제뉴스,극동대 해킹보안학과-정보보안기업 코드원 산학협력 체결,"극동대 해킹보안학과, 코드원 산학협력 체결 모습.(제공=극동대학교) 극동대학교(총장 류기일) 해킹보안학과와 정보보안기업 코드원은 인공지능을 활용한 보안 취약점 제거 연구 분야에 대한 산학협력을 체결했다.... ",2021-02-02 10:15:00,보안 취약점,http://www.gukjenews.com/news/articleView.html?idxno=2154930
보안뉴스,"이글루시큐리티, 취약점 진단 자동화 솔루션 ‘스마트가드 3.1’ 출시",관리·보안 취약점 진단 자동화 솔루션인 ‘Smart[Guard](스마트가드)’ 3.1 버전을 출시했다.스마트가드는 IT 자산 위협 관리와 취약점 진단을 통합적으로 실행할 수 있는 솔루션이다. IT 인프라에서 구동되는 소프트웨어... ,2021-02-02 10:13:00,보안 취약점,http://www.boannews.com/media/view.asp?idx=94634&kind=
IT세상을 바꾸는 힘 지디넷코리아,새로운 RHEL 클론 '알마리눅스' 베타 공개,레드햇엔터프라이즈리눅스(RHEL)의 새로운 클론 프로젝트 알마리눅스(AlmaLinux)가 베타 버전으로 나왔다. 센트OS가 RHEL 마이너 버전의 선행 버전으로 성격을 바꾼 뒤 커뮤니티 차원의 맞대응이 본격화되는 모양새다. 1일... ,2021-02-02 10:12:00,리눅스,https://zdnet.co.kr/view/?no=20210202095802
아이뉴스24,"이글루시큐리티, 클라우드 자산관리 '스마트가드 버전 3.1' 출시",이글루시큐리티가 클라우드 환경에서 기업 자산을 위협 관리·보안 진단해주는 자동화 솔루션 '스마트가드 버전 3.1'을 출시했다. 2일 이글루시큐리티에 따르면 이번에 출시된 제품은 클라우드 환경의 정보 자산에 대한... ,2021-02-02 09:51:00,클라우드,http://www.inews24.com/view/1339953
뉴스핌 - 뉴스핌,"마이크로소프트 北 해커들, 사이버보안 전문가에 수시로 해킹 공격", 북한을 배후에 둔 것으로 알려진 해커들이 사이버 보안업체와 연구소 전문가들을 대상으로 끊임없이... 해커들이 지난해 개설한 한 허위 트위터 계정은 고급 정보가 담긴 게시물을 통해 약 2000명의 구독자를 얻기도... ,2021-02-02 09:49:00,해커,http://www.newspim.com/news/view/20210202000198
"이데일리-세상을 올바르게,세상을 따뜻하게","안랩, 차세대 방화벽 `트러스가드` 하이엔드 모델 3종 출시","안랩(053800)은 네트워크 트래픽이 증가하는 환경에 맞춰 차세대 방화벽 `안랩 트러스가드`의 성능을... 기존 동급 모델 대비 방화벽 트래픽 처리 성능을 약 1.5배 향상시켰으며 가상사설망(VPN), 침입방지시스템(IPS) 등의... ",2021-02-02 09:47:00,방화벽,http://www.edaily.co.kr/news/newspath.asp?newsid=02099206628946584
글로벌이코노믹,"안랩, 차세대방화벽 ‘트러스가드’ 하이엔드 모델 출시…트래픽 처리 1.5배 ...","안랩은 네트워크 트래픽이 증가하는 환경에 맞춘 차세대 방화벽 ‘안랩 트러스가드(AhnLab TrusGuard)’의... 기존 동급 모델보다 방화벽 트래픽 처리 성능을 약 1.5배 향상시켰으며, 가상사설망(VPN), 침입방지시스템(IPS)... ",2021-02-02 09:47:00,방화벽,http://www.g-enews.com/ko-kr/news/article/news_all/2021020209440081641e71ea687c_1/article.html
EBN,"안랩, 차세대방화벽 트러스가드 하이엔드 모델 3종 출시",안랩은 2일 네트워크 트래픽이 증가하는 환경에 맞춰 차세대 방화벽 안랩 트러스가드의 성능을 향상시킨... 기존 동급 모델 대비 방화벽 트래픽 처리 성능을 약 1.5배 향상시켰으며 가상사설망(VPN)과 침입방지시스템(IPS)... ,2021-02-02 09:38:00,방화벽,https://www.ebn.co.kr/news/view/1470570/?sc=Naver
글로벌이코노믹,"스마일서브 ‘코리아브이’, ‘디지털서비스 전문계약제’ 클라우드 IaaS 부문...",스마일서브의 공공기관용 클라우드 서비스 ‘코리아브이(KOREAV)’가 ‘디지털 서비스 전문계약제도’심사에... 이를 기반으로 가상화된 컴퓨팅 자원을 제공하는 클라우드 인프라 서비스를 개발하여 민간기업은 물론... ,2021-02-02 09:31:00,클라우드,http://www.g-enews.com/ko-kr/news/article/news_all/2021020209260079471e71ea687c_1/article.html
디지털타임스,"NIPA, 클라우드 상호운용성 시험·컨설팅 대상 기업 모집","IaaS·PaaS에서 SaaS 분야로 시험인증 범위 확대 심화 컨설팅 도입하고 클라우드 적격평가 시험 지원 과학기술정보통신부와 정보통신산업진흥원(NIPA), 한국정보통신기술협회(TTA)는 '2021년 클라우드 상호운용성 시험 및... ",2021-02-02 09:22:00,클라우드,http://www.dt.co.kr/contents.html?article_no=2021020202109931650001&ref=naver
아이뉴스24,"블루크랩 랜섬웨어, '기업·개인' 차별화 공격…파일 다운로드 '주의'",신종 랜섬웨어로 명명한 '블루크랩'이 최근 기업과 개인 사용자를 대상으로 각각 차별화된 공격 방식을 감행하고 있는 것으로 나타났다. 2일 안랩에 따르면 블루크랩 공격자는 기업 환경이라고 판단 시 랜섬웨어가 아닌... ,2021-02-02 09:11:00,랜섬,http://www.inews24.com/view/1339886
데이터넷,[2021 보안 담당자 설문조사②] 클라우드 사용 파악 못해,"컨테이너·서버리스 컴퓨팅 보안 취약점 점검 솔루션 11%, 클라우드 접근 보안 중개(CASB) 10.4%였다. 클라우드 보안의 가장 기본이라고 지목되는 클 라우드 워크로드 보호 플랫폼(CWPP)은 5.5%, 클라우드 보안 형상관리(CSPM)는 6.... ",2021-02-02 09:00:00,보안 취약점,http://www.datanet.co.kr/news/articleView.html?idxno=155720
연합뉴스,"구글, 포드에 6년간 차량 내 무선통신·클라우드 기술 제공","(연결성)와 클라우드 기술을 제공하기로 했다고 경제매체 CNBC가 1일(현지시간) 보도했다. 포드와 구글은... 포드는 또 고객에게 차량 유지·보수, 중고차 보상 판매 등과 관련한 소식을 알려주는 데 구글의 클라우드... ",2021-02-02 04:40:00,클라우드,http://yna.kr/AKR20210202006700091?did=1195m
동아닷컴,"“美, 기밀정보 동맹 ‘파이브 아이스’에 日도 합류 추진”","5G 통신망이 사이버 테러, 정보 유출 등에 이용될 우려도 있어 미국, 영국은 5G 통신망 구축사업에서 중국 업체인 화웨이를 배제하는 움직임을 보였다. 그 과정에서 NEC, 후지쓰 등 일본 기업들이 반사이익을 얻고 있다.... ",2021-02-02 03:03:00,정보유출,https://www.donga.com/news/article/all/20210202/105229510/1
YTN,"경찰, '은수미 수사정보 유출 의혹' 성남수정경찰서 압수수색",은수미 성남시장의 정치자금법 위반 혐의에 대한 수사정보가 은 시장 측에 유출됐다는 의혹과 관련해 당시 담당 수사관이 있는 성남 수정경찰서를 경찰이 압수수색 했습니다. 경기남부경찰청은 지난달 29일 성남... ,2021-02-01 21:34:00,정보유출,https://www.ytn.co.kr/_ln/0103_202102012134029907
보안뉴스,"랜섬웨어, 현재 사이버 범죄자들의 가장 쉬운 돈 벌기 수단",랜섬웨어에 걸리면 범인들이 제시하는 암호화폐로 돈을 내야 한다. 이런 수법으로 범인들은 작년 한 해 3억... [보안뉴스 ] 전 세계 피해자들이 암호화폐를 이용해 랜섬웨어 공격자들에게 지불한 돈의 액수가 2020년 한 해... ,2021-02-01 20:21:00,랜섬,http://www.boannews.com/media/view.asp?idx=94602&kind=
중부일보 - 경기·인천의 든든한 친구,꿀알바 보장…청소년 개인정보 노리는 불법도박사이트 알바 성행,청소년들이 무방비로 개인정보 유출 범죄와 학교폭력에 노출되자 경기 지역 내 한 교육지원청은 지난해 관내 학교에 '불법인증을 위한 번호요구 예방 안내문'을 발송하기도 했다. 경기도교육청은 지역 상황과 여건에... ,2021-02-01 18:58:00,정보유출,http://www.joongboo.com/news/articleView.html?idxno=363470986
보안뉴스,"北 탈륨 해커조직, 러시아 경제 연구원 대상 사이버공격 펼쳤다","탈륨, 한국·미국뿐만 아니라 러시아 연구원 겨냥한 사이버 공격 시도2019년 국내 공격 시 사용한 명령제어 서버 이번 공격에 재활용유사 공격사례의 악성문서 파일에서도 북한 글꼴(폰트) 사용 발견[보안뉴스 ]... ",2021-02-01 16:12:00,해커,http://www.boannews.com/media/view.asp?idx=94600&kind=
 베타뉴스,"샤오미 미밴드6, 출시 정보 유출",샤오미의 2021년 스마트밴드인 미밴드6에 관련된 정보가 유출돼 관심이 집중된다. IT전문 매체 HT테크에 따르면 샤오미가 올해 선보일 미밴드6는 스마트홈 장치와 내장 GPS 수신기 등을 제공할 예정이다. 매체는... ,2021-02-01 15:38:00,정보유출,http://www.betanews.net:8080/article/1252715.html
데일리시큐,[데이터융합포럼 특별기고-5] '가명정보결합'이란 무엇이고…문제는 뭘까?,"일반적으로 결합 ID값을 만드는 방법은 해시 알고리즘을 이용하고, 사용변수로 생년월일, 성명, 성별, 솔트값(정보유출 방지를 위해 사용하는 난수값) 등을 활용하여 결합용 ID값을 만들게 된다. 이렇게 만들어진 ID값을... ",2021-02-01 15:27:00,정보유출,https://www.dailysecu.com/news/articleView.html?idxno=120230
데일리팝,"[그것이궁금] 나만 알아야 할 개인정보, 유출 막아주는 '정보보호상시평가제'",개인 정보유출이 전세계적인 문제로 떠오르면서 소비자들의 걱정을 사고 있습니다. 특히 온라인 활동량이 많은 젊은 자취생의 경우 주변 도움이나 정보 접근성이 어려워 정보유출에 대한 예방에 취약한데요.... ,2021-02-01 15:00:00,정보유출,http://www.dailypop.kr/news/articleView.html?idxno=48901
파이낸셜투데이,"[단독] 태영건설, 기자 개인정보 유출 논란…취재 들어가자 시행사에 책임 떠...",사진=네이버 지도 캡쳐 태영건설이 시공을 맡고 ㈜서영건설 플러스가 시행에 나선 '구리갈매 아너시티' 현장에서 개인정보 유출이 발생해 논란이 일고 있다. 태영건설은 시공사라며 시행사인 ㈜서영건설플러스에 책임을... ,2021-02-01 14:25:00,정보유출,http://www.ftoday.co.kr/news/articleView.html?idxno=210938
디지털투데이 (DigitalToday),"티맥스오에스-시트릭스, 리눅스 OS 기반 서비스형 데스크톱 사업 협력",티맥스오에스가 시트릭스와 서비스형 데스크톱(Desktop as a Service: DaaS) 시장을 공략한다. 티맥스 운영체제 부문 관계사인 티맥스오에스(대표 허희도)는 글로벌 업체 시트릭스코리아(지사장 이동운)와 개방형OS... ,2021-02-01 11:00:00,리눅스,http://www.digitaltoday.co.kr/news/articleView.html?idxno=262551
테크놀로지 리더를 위한 글로벌 IT 뉴스 - ITWorld Korea,솔라윈즈 공격에 대비해 액티브 디렉터리 보안을 강화하는 방법,"솔라윈즈/솔로리게이트(SolarWinds/Solorigate) 공격에는 몇 가지 우려스러운 방식이 사용됐는데, 그중 하나가 골든SAML이라고 하는 공격 프로세스다. SAML(Security Assertion Mar 신뢰할 수 있는 당사자 간의 인증 및 허가 정보... ",2021-02-01 10:34:00,솔라윈즈,http://www.itworld.co.kr/news/181269
IT 조선 - 기술로 세상을 바꾸는 사람들의 놀이터,"해커, 美 US셀룰러 CRM 통해 고객 데이터 탈취","분야 해커들은 미국 휴대폰 소매점의 컴퓨터에 악성코드(멀웨어)를 설치해 내부 시스템에 접근했다. 미국 버몬트주 검찰총장실에 접수된 위반 통보에 따르면, 해커의 공격은 1월 4일부터 시작됐다. 해커들은 CRM... ",2021-02-01 09:47:00,해커,http://it.chosun.com/site/data/html_dir/2021/02/01/2021020100817.html
보안뉴스,"한국 자동차 부품기업, 다크웹에 내부 데이터 유출됐다","다크웹 랜섬웨어 조직 ‘넷워커’, 수사기관에 의해 덜미 잡혀 정보유출 사이트 압수되는 성과도 [보안뉴스 권 준 기자] 다크웹에 데이터를 공개하는 방식으로 기업들을 협박하는 랜섬웨어 해커조직들이 활개를... ",2021-01-31 23:35:00,정보유출,http://www.boannews.com/media/view.asp?idx=94584&kind=
IT 조선 - 기술로 세상을 바꾸는 사람들의 놀이터,두달 동안 개인정보 유출 사실 모른 한심한 KBS,"응시자 개인정보 유출은 정보 백업 중 발생했으며, KBS 한국어진흥원 측은 2달 이상 문제를 발견하지 못했다. KBS한국어진흥원은 2019년 11월 2일 시행된 제17회 ‘책과 함께, KBS한국어능력시험’에 참가한 응시자의... ",2021-01-31 19:49:00,정보유출,http://it.chosun.com/site/data/html_dir/2021/01/31/2021013100800.html
데일리시큐,"트릭봇 악성코드, 다시 살아나…랜섬웨어 등 각종 멀웨어 확산에 활용",또 랜섬웨어를 포함한 다른 악성 페이로드를 전달하는 수단으로 주로 활용됐다. 이런 공격은 잠재적 인 피해자가 악성 페이로드를 다운로드하는 서버로 리디렉션하는 링크를 클릭하도록 유도하는 피싱 이메일과... ,2021-01-31 16:42:00,랜섬,https://www.dailysecu.com/news/articleView.html?idxno=120191
IT세상을 바꾸는 힘 지디넷코리아,소스코드 취약점 찾는 것이 시큐어코딩 아니다,"시큐어코딩은 애플리케이션 소스코드 작성 과정에서 생기는 보안 취약점을 분석해 제거하는 기술을 뜻한다. 조직 내 보안 담당자가 사용자인 타 보안 제품과 달리, 소스코드를 작성하는 개발자가 사용자가 된다.... ",2021-01-31 14:41:00,보안 취약점,https://zdnet.co.kr/view/?no=20210129171830
